A,State/U.S. Island Area/Foreign Region of Geography B,B,Net_B2A
Riverside County,Utah,Cache County,-25
Riverside County,Utah,Carbon County,7
Riverside County,Utah,Davis County,-130
Riverside County,Utah,Iron County,-75
Riverside County,Utah,Juab County,16
Riverside County,Utah,Kane County,10
Riverside County,Utah,Salt Lake County,-5
Riverside County,Utah,Sanpete County,-11
Riverside County,Utah,Sevier County,-12
Riverside County,Utah,Tooele County,18
Riverside County,Utah,Uintah County,-16
Riverside County,Utah,Utah County,-47
Riverside County,Utah,Wasatch County,22
Riverside County,Utah,Washington County,-45
Riverside County,Utah,Weber County,-75
Riverside County,Vermont,Chittenden County,-9
Riverside County,Vermont,Chittenden County,3
Riverside County,Vermont,Franklin County,20
Riverside County,Virginia,Accomack County,-22
Riverside County,Virginia,Albemarle County,20
Riverside County,Virginia,Alleghany County,-1
Riverside County,Virginia,Arlington County,41
Riverside County,Virginia,Carroll County,-10
Riverside County,Virginia,Charlotte County,-6
Riverside County,Virginia,Fairfax County,69
Riverside County,Virginia,Fauquier County,-8
Riverside County,Virginia,Henrico County,77
Riverside County,Virginia,Highland County,7
Riverside County,Virginia,King William County,-15
Riverside County,Virginia,Loudoun County,63
Riverside County,Virginia,Montgomery County,-11
Riverside County,Virginia,Prince William County,126
Riverside County,Virginia,Stafford County,-53
Riverside County,Virginia,Alexandria City,6
Riverside County,Virginia,Lynchburg City,20
Riverside County,Virginia,Newport News City,-11
Riverside County,Virginia,Norfolk City,-218
Riverside County,Virginia,Richmond City,16
Riverside County,Virginia,Virginia Beach City,-70
Riverside County,Washington,Benton County,-16
Riverside County,Washington,Chelan County,43
Riverside County,Washington,Clallam County,-5
Riverside County,Washington,Clark County,-21
Riverside County,Washington,Columbia County,-1
Riverside County,Washington,Cowlitz County,-38
Riverside County,Washington,Grant County,-32
Riverside County,Washington,Grays Harbor County,-9
Riverside County,Washington,Island County,111
Riverside County,Washington,King County,211
Riverside County,Washington,Kitsap County,121
Riverside County,Washington,Kittitas County,4
Riverside County,Washington,Lewis County,-7
Riverside County,Washington,Okanogan County,-8
Riverside County,Washington,Pacific County,-9
Riverside County,Washington,Pierce County,407
Riverside County,Washington,San Juan County,27
Riverside County,Washington,Skagit County,404
Riverside County,Washington,Snohomish County,221
Riverside County,Washington,Spokane County,-224
Riverside County,Washington,Stevens County,-218
Riverside County,Washington,Thurston County,-202
Riverside County,Washington,Walla Walla County,-119
Riverside County,Washington,Whatcom County,2
Riverside County,Washington,Whitman County,-51
Riverside County,Washington,Yakima County,-29
Riverside County,West Virginia,Harrison County,-5
Riverside County,West Virginia,Jefferson County,33
Riverside County,West Virginia,Kanawha County,6
Riverside County,West Virginia,Monongalia County,14
Riverside County,West Virginia,Wood County,-6
Riverside County,Wisconsin,Bayfield County,-3
Riverside County,Wisconsin,Brown County,-6
Riverside County,Wisconsin,Calumet County,-2
Riverside County,Wisconsin,Chippewa County,-4
Riverside County,Wisconsin,Dane County,11
Riverside County,Wisconsin,Dane County,47
Riverside County,Wisconsin,Dane County,-20
Riverside County,Wisconsin,Dane County,-4
Riverside County,Wisconsin,Door County,4
Riverside County,Wisconsin,Eau Claire County,23
Riverside County,Wisconsin,La Crosse County,137
Riverside County,Wisconsin,Manitowoc County,-17
Riverside County,Wisconsin,Milwaukee County,13
Riverside County,Wisconsin,Milwaukee County,-18
Riverside County,Wisconsin,Outagamie County,-30
Riverside County,Wisconsin,Ozaukee County,7
Riverside County,Wisconsin,Racine County,-6
Riverside County,Wisconsin,Rock County,-19
Riverside County,Wisconsin,St. Croix County,6
Riverside County,Wisconsin,Trempealeau County,-4
Riverside County,Wisconsin,Vilas County,-2
Riverside County,Wisconsin,Vilas County,-76
Riverside County,Wisconsin,Walworth County,7
Riverside County,Wisconsin,Walworth County,77
Riverside County,Wisconsin,Waukesha County,22
Riverside County,Wisconsin,Waushara County,6
Riverside County,Wisconsin,Waushara County,-28
Riverside County,Wisconsin,Winnebago County,60
Riverside County,Wyoming,Albany County,-10
Riverside County,Wyoming,Carbon County,-5
Riverside County,Wyoming,Converse County,-10
Riverside County,Wyoming,Fremont County,-4
Riverside County,Wyoming,Laramie County,-97
Riverside County,Wyoming,Niobrara County,14
Riverside County,Wyoming,Park County,-1
Riverside County,Wyoming,Platte County,-7
Riverside County,Wyoming,Sheridan County,-4
Riverside County,Wyoming,Sweetwater County,-1
Riverside County,Wyoming,Teton County,17
Riverside County,Wyoming,Uinta County,18
Riverside County,Puerto Rico,Carolina Municipio,-25
Riverside County,Puerto Rico,Guaynabo Municipio,-103
Riverside County,Puerto Rico,San Juan Municipio,16
Riverside County,Africa,-,
Riverside County,Asia,-,
Riverside County,Central America,-,
Riverside County,Caribbean,-,
Riverside County,Europe,-,
Riverside County,U.S. Island Areas,-,
Riverside County,Northern America,-,
Riverside County,Oceania and At Sea,-,
Riverside County,South America,-,
Sacramento County,Alabama,Baldwin County,-8
Sacramento County,Alabama,Choctaw County,10
Sacramento County,Alabama,Escambia County,-128
Sacramento County,Alabama,Jefferson County,22
Sacramento County,Alabama,Lauderdale County,-12
Sacramento County,Alabama,Lee County,-9
Sacramento County,Alabama,Madison County,2
Sacramento County,Alabama,Mobile County,268
Sacramento County,Alabama,Montgomery County,-8
Sacramento County,Alabama,Tuscaloosa County,-81
Sacramento County,Alabama,Winston County,-21
Sacramento County,Alaska,Anchorage Municipality,-21
Sacramento County,Alaska,Fairbanks North Star Borough,0
Sacramento County,Alaska,Haines Borough,3
Sacramento County,Alaska,Juneau City and Borough,-36
Sacramento County,Alaska,Matanuska-Susitna Borough,47
Sacramento County,Alaska,Prince of Wales-Hyder Census Area,-5
Sacramento County,Arizona,Coconino County,40
Sacramento County,Arizona,Gila County,-22
Sacramento County,Arizona,Maricopa County,-790
Sacramento County,Arizona,Mohave County,66
Sacramento County,Arizona,Navajo County,8
Sacramento County,Arizona,Pima County,-142
Sacramento County,Arizona,Pinal County,-27
Sacramento County,Arizona,Yavapai County,-19
Sacramento County,Arizona,Yuma County,-50
Sacramento County,Arkansas,Benton County,-24
Sacramento County,Arkansas,Boone County,-11
Sacramento County,Arkansas,Cleburne County,-15
Sacramento County,Arkansas,Garland County,-24
Sacramento County,Arkansas,Grant County,-3
Sacramento County,Arkansas,Marion County,-5
Sacramento County,Arkansas,Newton County,-6
Sacramento County,Arkansas,Pulaski County,101
Sacramento County,Arkansas,Searcy County,-13
Sacramento County,Arkansas,Stone County,-421
Sacramento County,Arkansas,Washington County,-287
Sacramento County,Arkansas,White County,-65
Sacramento County,Arkansas,Woodruff County,-11
Sacramento County,California,Alameda County,1177
Sacramento County,California,Amador County,6
Sacramento County,California,Butte County,36
Sacramento County,California,Calaveras County,119
Sacramento County,California,Colusa County,134
Sacramento County,California,Contra Costa County,1963
Sacramento County,California,Del Norte County,85
Sacramento County,California,El Dorado County,-1222
Sacramento County,California,Fresno County,-51
Sacramento County,California,Glenn County,39
Sacramento County,California,Humboldt County,-100
Sacramento County,California,Imperial County,113
Sacramento County,California,Inyo County,51
Sacramento County,California,Kern County,-107
Sacramento County,California,Kings County,87
Sacramento County,California,Lake County,308
Sacramento County,California,Lassen County,189
Sacramento County,California,Los Angeles County,2103
Sacramento County,California,Madera County,-222
Sacramento County,California,Marin County,43
Sacramento County,California,Mariposa County,-34
Sacramento County,California,Mendocino County,-127
Sacramento County,California,Merced County,42
Sacramento County,California,Modoc County,-22
Sacramento County,California,Monterey County,307
Sacramento County,California,Napa County,83
Sacramento County,California,Nevada County,375
Sacramento County,California,Orange County,803
Sacramento County,California,Placer County,-1002
Sacramento County,California,Plumas County,-22
Sacramento County,California,Riverside County,49
Sacramento County,California,San Benito County,-226
Sacramento County,California,San Bernardino County,-1475
Sacramento County,California,San Diego County,-103
Sacramento County,California,San Francisco County,-50
Sacramento County,California,San Joaquin County,-61
Sacramento County,California,San Luis Obispo County,-58
Sacramento County,California,San Mateo County,683
Sacramento County,California,Santa Barbara County,-134
Sacramento County,California,Santa Clara County,1751
Sacramento County,California,Santa Cruz County,412
Sacramento County,California,Shasta County,256
Sacramento County,California,Sierra County,12
Sacramento County,California,Siskiyou County,-307
Sacramento County,California,Solano County,1637
Sacramento County,California,Sonoma County,93
Sacramento County,California,Stanislaus County,457
Sacramento County,California,Sutter County,178
Sacramento County,California,Tehama County,-294
Sacramento County,California,Trinity County,81
Sacramento County,California,Tulare County,-150
Sacramento County,California,Tuolumne County,201
Sacramento County,California,Ventura County,253
Sacramento County,California,Yolo County,1919
Sacramento County,California,Yuba County,-195
Sacramento County,Colorado,Adams County,48
Sacramento County,Colorado,Arapahoe County,-27
Sacramento County,Colorado,Boulder County,24
Sacramento County,Colorado,Broomfield County,-16
Sacramento County,Colorado,Denver County,57
Sacramento County,Colorado,Douglas County,-41
Sacramento County,Colorado,El Paso County,-228
Sacramento County,Colorado,Fremont County,-5
Sacramento County,Colorado,Garfield County,-11
Sacramento County,Colorado,Jefferson County,-7
Sacramento County,Colorado,Larimer County,22
Sacramento County,Colorado,Montrose County,-8
Sacramento County,Connecticut,Fairfield County,-9
Sacramento County,Connecticut,Fairfield County,8
Sacramento County,Connecticut,Hartford County,19
Sacramento County,Connecticut,Hartford County,14
Sacramento County,Connecticut,Middlesex County,55
Sacramento County,Connecticut,New Haven County,-31
Sacramento County,Connecticut,New Haven County,-12
Sacramento County,Connecticut,New London County,2
Sacramento County,Connecticut,Windham County,-77
Sacramento County,Delaware,Kent County,-34
Sacramento County,Delaware,New Castle County,47
Sacramento County,Delaware,Sussex County,-5
Sacramento County,District of Columbia,District of Columbia,41
Sacramento County,Florida,Bay County,56
Sacramento County,Florida,Brevard County,18
Sacramento County,Florida,Broward County,18
Sacramento County,Florida,Citrus County,22
Sacramento County,Florida,Clay County,-101
Sacramento County,Florida,Collier County,-4
Sacramento County,Florida,Duval County,112
Sacramento County,Florida,Hillsborough County,-35
Sacramento County,Florida,Lake County,181
Sacramento County,Florida,Lee County,56
Sacramento County,Florida,Leon County,10
Sacramento County,Florida,Manatee County,-194
Sacramento County,Florida,Miami-Dade County,4
Sacramento County,Florida,Monroe County,-6
Sacramento County,Florida,Orange County,-2
Sacramento County,Florida,Osceola County,31
Sacramento County,Florida,Palm Beach County,29
Sacramento County,Florida,Pasco County,-6
Sacramento County,Florida,Pinellas County,49
Sacramento County,Florida,St. Lucie County,-9
Sacramento County,Florida,Santa Rosa County,-21
Sacramento County,Florida,Sarasota County,48
Sacramento County,Florida,Seminole County,11
Sacramento County,Florida,Sumter County,-43
Sacramento County,Georgia,Barrow County,-26
Sacramento County,Georgia,Bartow County,-13
Sacramento County,Georgia,Chatham County,-44
Sacramento County,Georgia,Chattahoochee County,-23
Sacramento County,Georgia,Clarke County,33
Sacramento County,Georgia,Clayton County,5
Sacramento County,Georgia,Cobb County,132
Sacramento County,Georgia,DeKalb County,-30
Sacramento County,Georgia,Effingham County,85
Sacramento County,Georgia,Fulton County,1
Sacramento County,Georgia,Gordon County,-26
Sacramento County,Georgia,Gwinnett County,64
Sacramento County,Georgia,Hall County,-32
Sacramento County,Georgia,Liberty County,3
Sacramento County,Georgia,Muscogee County,-30
Sacramento County,Georgia,Richmond County,-30
Sacramento County,Georgia,Troup County,21
Sacramento County,Hawaii,Hawaii County,181
Sacramento County,Hawaii,Honolulu County,-191
Sacramento County,Hawaii,Kauai County,13
Sacramento County,Hawaii,Maui County,-114
Sacramento County,Idaho,Ada County,-575
Sacramento County,Idaho,Bannock County,-33
Sacramento County,Idaho,Bingham County,-159
Sacramento County,Idaho,Bonneville County,-23
Sacramento County,Idaho,Camas County,-18
Sacramento County,Idaho,Canyon County,-36
Sacramento County,Idaho,Clearwater County,-10
Sacramento County,Idaho,Elmore County,-11
Sacramento County,Idaho,Gooding County,-2
Sacramento County,Idaho,Kootenai County,-27
Sacramento County,Idaho,Latah County,-9
Sacramento County,Idaho,Lemhi County,24
Sacramento County,Idaho,Lincoln County,-2
Sacramento County,Idaho,Madison County,-25
Sacramento County,Idaho,Nez Perce County,-12
Sacramento County,Idaho,Payette County,-16
Sacramento County,Idaho,Washington County,-11
Sacramento County,Illinois,Cook County,263
Sacramento County,Illinois,DuPage County,-4
Sacramento County,Illinois,Kankakee County,-3
Sacramento County,Illinois,Lake County,-8
Sacramento County,Illinois,Rock Island County,-1
Sacramento County,Illinois,Stephenson County,-11
